Record,Longitude,Latitude,Station,Depth,Date,GMT,SST,SSS,Chla,Phaeophytin ,NH4,PO4,NO3+NO2,NO2,NO3,Si
7925,-80.1956,25.3144,EK_MID,0,6/22/18,18:10,29.49,36.283,0.307,0.063,0.373,0.059,0.099,0.019,0.08,1.222
7926,-80.2193,25.3325,EK_IN,0,6/22/18,18:24,30.42,36.297,0.302,0.057,0.459,0.057,0.123,0.026,0.097,1.782
7927,-80.2871,25.0489,6.5,0,6/22/18,21:20,29.73,36.207,0.189,0.039,0.44,0.075,0.057,0.007,0.05,1.051
7928,-80.3135,25.0639,6,0,6/22/18,21:34,29.39,36.153,0.227,0.041,0.325,0.055,0.067,0.01,0.057,1.078
7929,-80.3304,25.0765,5.5,0,6/22/18,21:44,29.6,36.273,0.268,0.037,0.366,0.056,0.079,0.012,0.067,0.924
7930,-80.3819,25.0095,MR,0,6/22/18,23:05,29.089,36.289,0.17,0.029,0.5,0.053,0.078,0.016,0.062,0.949
7931,-80.5258,24.8992,UK_OFF,0,6/23/18,0:53,29.78,36.289,0.176,0.038,0.592,0.054,0.087,0.023,0.064,0.963
7932,-80.5456,24.9179,UK_MID,0,6/23/18,1:15,30.59,36.265,0.176,0.026,0.405,0.053,0.111,0.023,0.088,0.944
7933,-80.5638,24.9342,UK_IN,0,6/23/18,1:34,31.51,36.266,0.363,0.068,0.41,0.042,0.12,0.027,0.093,0.985
7934,-80.6862,24.7166,9.5,0,6/23/18,3:54,30.06,36.055,0.193,0.04,0.312,0.047,0.081,0.002,0.079,1.564
7935,-80.7246,24.7629,9,0,6/23/18,4:56,30.5,35.95,0.2,0.048,0.484,0.001,0.272,0.018,0.254,1.893
7936,-80.7412,24.7917,8,0,6/23/18,5:24,30.86,35.777,0.239,0.048,0.57,0.054,0.183,0.045,0.138,3.989
7937,-80.7573,24.8146,7,0,6/23/18,5:46,31.71,35.316,0.398,0.116,1.107,0.04,0.162,0.07,0.092,8.25
7938,-80.8313,24.7117,12,0,6/23/18,7:15,30.682,35.879,0.275,0.051,0.68,0.046,0.192,0.035,0.157,2.269
7939,-80.8474,24.7552,11,0,6/23/18,7:37,31.26,35.778,0.22,0.076,0.77,0.04,0.315,0.069,0.246,4.526
7940,-80.8626,24.7831,10,0,6/23/18,8:06,31.948,35.691,0.162,0.111,0.762,0.028,0.342,0.087,0.255,6.644
7941,-80.9914,24.5917,15.5,0,6/23/18,10:34,29.61,36.26,0.205,0.039,0.887,0.052,0.025,0.014,0.011,0.946
7942,-81.0169,24.643,15,0,6/23/18,11:00,30.11,35.825,0.316,0.041,0.731,0.064,0.314,0.027,0.287,2.537
7943,-81.0234,24.6748,14,0,6/23/18,11:18,30.89,35.741,0.427,0.077,0.419,0.039,0.174,0.054,0.12,3.02
7944,-81.03,24.7014,13,0,6/23/18,11:37,30.68,35.82,0.259,0.09,0.705,0.069,0.166,0.044,0.122,2.28
7945,-81.1816,24.5983,18,0,6/23/18,13:16,29.801,35.98,0.296,0.037,0.134,0.045,0.006,0.014,0,2.887
7946,-81.1928,24.634,17,0,6/23/18,13:45,30.67,35.889,0.469,0.031,0.438,0.059,0.082,0.036,0.046,2.654
7947,-81.2044,24.6729,16,0,6/23/18,13:45,30.83,35.813,0.394,0.172,2.649,0.066,0.246,0.045,0.201,2.422
7948,-81.391,24.483,21.5,0,6/23/18,16:48,30.33,36.256,0.215,0.083,0.45,0.045,0,0.01,0,0.87
7949,-81.4133,24.5378,21,0,6/23/18,17:15,31.124,36.165,0.257,0.048,0.632,0.043,0.083,0.023,0.06,2.222
7950,-81.4188,24.5765,20,0,6/23/18,18:16,31.15,35.749,0.48,0.034,0.434,0.053,0.086,0.024,0.062,5.061
7951,-81.421,24.609,19,0,6/23/18,18:34,32.79,36.16,0.415,0.148,1.058,0.051,0.692,0.114,0.578,2.366
7952,-81.7144,24.4752,WS,0,6/23/18,21:03,28.809,36.262,0.271,0.036,0.008,0.079,0.175,0.011,0.164,1.582
7953,-81.8287,24.3965,22.5,0,6/23/18,22:47,30.7,36.201,0.199,0.031,0.184,0.113,0.118,0.01,0.108,1.506
7954,-81.8289,24.4522,22,0,6/23/18,23:15,30.91,36.125,0.278,0.043,0.204,0.073,0.1,0.009,0.091,2.026
7955,-81.8281,24.5368,24,0,6/24/18,0:41,30.68,36.142,0.558,0.111,0.214,0.079,0.171,0.03,0.141,2.925
7974,-81.8279,24.4806,23,0,6/24/18,23:44,30.82,36.089,0.298,0.04,0.276,0.08,0.161,0.016,0.145,2.34
7995,-80.1269,25.6453,1,0,8/6/18,14:43,30.18,34.46,0.507,0.234,0.909,0.11,0,0.159,0,7.531
7996,-80.1044,25.6421,2,0,8/6/18,14:57,30.324,36.44,0.632,0.152,0.477,0.144,0,0.013,0,3.163
7997,-80.0812,25.6447,3,0,8/6/18,15:26,30.2,36.27,0.484,0.113,0.507,0.088,0,0.02,0,1.684
7998,-80.2241,25.3349,EK_IN,0,8/6/18,17:53,30.92,36.07,0.255,0.097,0.097,0.063,0,0.028,0,1.381
7999,-80.1943,25.3147,EK_MID,0,8/6/18,18:08,30.47,36.19,0.31,0.075,0.536,0.056,0,0.007,0,1.133
8000,-80.1626,25.2955,EK_OFF,0,8/6/18,18:23,30.47,36.23,0.195,0.046,1.231,0.093,0,0,0,1.129
8001,-80.3797,25.1076,4,0,8/6/18,20:26,30.787,36.1,0.215,0.06,0.904,0.19,0,0.057,0,1.066
8002,-80.3541,25.0931,5,0,8/6/18,20:38,30.695,36.19,0.288,0.095,0.663,0.106,0,0.056,0,1.442
8003,-80.3337,25.0789,5.5,0,8/6/18,20:50,30.451,36.27,0.228,0.068,0.999,0.062,0,0.046,0,1.082
8004,-80.3178,25.0676,6,0,8/6/18,20:59,30.208,36.28,0.147,0.061,1.306,0.074,0,0.007,0,1.16
8005,-80.2892,25.0499,6.5,0,8/6/18,21:12,30.139,36.31,0.174,0.042,0.32,0.066,0,0.032,0,1.206
8006,-80.3712,25.0068,MR,0,8/6/18,21:52,29.891,36.31,0.183,0.059,1.346,0.031,0,0.038,0,1.092
8007,-80.5282,24.8973,UK_OFF,0,8/6/18,23:58,30.187,36.29,0.243,0.08,0.983,0.05,0,0.004,0,1.088
8008,-80.5456,24.9199,UK_MID,0,8/7/18,0:10,30.476,36.2,0.229,0.054,0.366,0.066,0,0.003,0,1.078
8009,-80.5622,24.9322,UK_IN,0,8/7/18,0:19,30.412,36.3,0.197,0.063,0.129,0.039,0,0.023,0,1.064
8010,-80.7534,24.8163,7,0,8/7/18,1:47,29.965,36.37,0.224,0.121,1.001,0.155,0,0.065,0,1.493
8011,-80.7411,24.7927,8,0,8/7/18,2:09,30.297,36.19,0.218,0.081,0.592,0.1,0,0.024,0,1.08
8012,-80.7248,24.7649,9,0,8/7/18,2:25,30.11,36.26,0.191,0.076,0.459,0.014,0,0.006,0,0.905
8013,-80.6935,24.7179,9.5,0,8/7/18,3:01,29.94,36.37,0.148,0.06,0.26,0.048,0,0.041,0,1.3
8014,-80.8293,24.7117,12,0,8/7/18,4:08,29.876,36.26,0.167,0.077,0.358,0.015,0,0.037,0,0.698
8015,-80.8478,24.753,11,0,8/7/18,4:55,30.265,36.2,0.247,0.078,0.752,0.048,0,0.055,0,1.375
8016,-80.8611,24.7808,10,0,8/7/18,5:10,29.581,36.35,0.206,0.134,0.76,0.033,0,0.094,0,2.626
8017,-81.0311,24.7012,13,0,8/7/18,6:34,30.087,36.3,0.313,0.183,0.754,0.021,0,0.13,0,3.31
8018,-81.0241,24.676,14,0,8/7/18,6:46,30.155,36.18,0.282,0.092,0.521,0.009,0,0.048,0,1.66
8019,-81.017,24.6438,15,0,8/7/18,7:01,30.174,36.21,0.216,0.056,0.342,0.009,0,0.037,0,0.793
8020,-80.9936,24.5903,15.5,0,8/7/18,7:25,30.088,36.3,0.171,0.071,0.471,0,0,0.037,0,0.999
8021,-81.1797,24.578,18,0,8/7/18,8:34,29.854,36.32,0.39,0.155,0.79,0,0,0.01,0,1.477
8022,-81.1945,24.6385,17,0,8/7/18,9:16,30.18,36.19,0.336,0.095,0.753,0,0,0.008,0,2.048
8023,-81.2026,24.6692,16,0,8/7/18,9:30,30.069,36.37,0.654,0.211,0.585,0.044,0,0.079,0,6.345
8024,-81.4224,24.6069,19,0,8/7/18,11:15,30.231,36.63,0.757,0.291,0.653,0.029,0,0.045,0,3.668
8025,-81.4185,24.5759,20,0,8/7/18,11:29,30.21,36.371,0.565,0.178,0.245,0.008,0,0.021,0,2.455
8026,-81.4163,24.5378,21,0,8/7/18,11:50,29.88,36.25,0.255,0.085,0.495,0,0,0.007,0,0.934
8027,-81.391,24.4828,21.5,0,8/7/18,13:08,29.989,36.245,0.22,0.078,0.412,0.039,0,0.006,0,0.873
8028,-81.7129,24.4745,WS,0,8/7/18,15:15,29.86,36.277,0.263,0.106,0,0.253,0.367,0.026,0.341,1.367
8029,-81.8256,24.3969,22.5,0,8/7/18,16:39,30.261,36.253,0.293,0.078,0,0.011,0.142,0.004,0.138,1.262
8030,-81.8286,24.4521,22,0,8/7/18,17:03,30.369,36.271,0.423,0.093,0,0.079,0.114,0.011,0.103,1.538
8031,-81.8282,24.4841,23,0,8/7/18,17:16,30.495,36.473,0.817,0.099,0,0.007,0.236,0.034,0.202,3.234
8032,-81.8286,24.5367,24,0,8/7/18,17:37,30.645,36.803,0.563,0.22,0,0.021,0.307,0.044,0.263,2.239
8072,-80.1253,25.6447,1,0,10/12/18,13:56,28.921,35.242,0.506,0.242,0.805,0.012,0,0.094,0,2.563
8073,-80.1043,25.642,2,0,10/12/18,14:22,28.527,36.204,0.694,0.15,0.338,0.028,0,0.01,0,0
8074,-80.0826,25.6468,3,0,10/12/18,15:11,29.018,35.861,0.451,0.09,0.315,0.031,0,0,0,0
8075,-80.37,25.0077,MR,0,10/12/18,22:00,28.232,36.021,0.42,0.096,0.329,0,0,0.008,0,0.01
8076,-81.3929,24.4832,21.5,0,10/13/18,7:30,28.66,35.628,0.34,0.129,0.295,0,0,0,0,0.097
8077,-81.4133,24.5359,21,0,10/13/18,8:35,27.894,36.037,0.263,0.069,0.364,0.011,0.387,0,0.387,0
8078,-81.4182,24.5797,20,0,10/13/18,9:25,28.945,35.988,0.221,0.17,0.341,0,0,0,0,0.216
8079,-81.4219,24.605,19,0,10/13/18,9:40,29.642,27.58,0.435,0.194,0.698,0,0,0.102,0,2.102
8080,-81.7185,24.4768,WS,0,10/13/18,12:00,28.413,35.867,0.622,0.162,0.455,0,0,0.024,0,0.469
8081,-81.8313,24.4552,22,0,10/13/18,13:15,28.046,36.034,1.151,0.268,0.475,0,0,0.01,0,0.309
8082,-81.8275,24.4919,23,0,10/13/18,13:59,29.238,36.549,1.213,0.444,0.221,0,0,0.005,0,0.274
8083,-81.8287,24.5396,24,0,10/13/18,14:22,28.961,36.179,1.44,0.407,0.652,0.004,0,0.1,0,1.202
8084,-81.904,24.6541,KW1,0,10/13/18,15:35,28.475,36.496,1.483,0.501,0.285,0.005,0,0,0,2.221
8154,-81.2054,24.6714,16,0,10/19/18,8:08,28.938,35.12,0.525,0.264,0.425,0.012,0.116,0.071,0.045,2.324
8155,-81.1942,24.638,17,0,10/19/18,8:30,28.466,34.657,0.357,0.382,0.421,0.008,0,0.009,0,0.937
8156,-81.1867,24.5977,18,0,10/19/18,8:55,28.138,35.981,,,0.405,0.01,0,0.007,0,0.741
8157,-80.7472,24.8048,7,0,10/19/18,12:55,28.501,35.819,0.65,0.385,0.604,0.032,0,0.021,0,0.904
8158,-80.7382,24.7869,8,0,10/19/18,13:03,28.313,34.11,0.353,0.311,0.52,0.013,0,0.009,0,0.742
8159,-80.7253,24.7628,9,0,10/19/18,13:25,28.348,36.013,0.268,0.137,0.555,0.014,0,0,0,0.79
8160,-80.125,25.6446,1,0,12/17/18,12:27,24.274,36.262,0.546,0.144,0.524,0.049,0.263,0.018,0.245,1.131
8161,-80.1042,25.6421,2,0,12/17/18,13:05,24.749,36.365,0.42,0.109,0.28,0.043,0.278,0.035,0.243,1.133
8162,-80.082,25.6444,3,0,12/17/18,13:30,25.48,36.204,0.313,0.111,0.277,0.05,0.248,0.022,0.226,1.499
8163,-80.2246,25.3348,EK_IN,0,12/17/18,16:06,23.386,36.463,0.363,0.099,0.318,0.034,0.169,0.022,0.147,0.957
8164,-80.1944,25.3144,EK_MID,0,12/17/18,16:22,24.127,36.399,0.445,0.09,0.312,0.016,0.115,0.008,0.107,1.173
8165,-80.1633,25.2946,EK_OFF,0,12/17/18,16:36,25.562,36.207,0.302,0.084,0.36,0.047,0.163,0.051,0.112,1.256
8166,-80.3793,25.1084,4,0,12/17/18,18:46,23.996,36.431,0.355,0.045,0.281,0.008,0.146,0.002,0.144,1.246
8167,-80.3552,25.0936,5,0,12/17/18,19:00,24.703,36.308,0.395,0.047,0.345,0.028,0.106,0.007,0.099,1.089
8168,-80.3331,25.0804,5.5,0,12/17/18,19:13,25.101,36.259,0.416,0.088,0.45,0.011,0.282,0.012,0.27,1.056
8169,-80.3148,25.0651,6,0,12/17/18,19:24,25.511,36.234,0.457,0.084,0.356,0.017,0.322,0.02,0.302,1.129
8170,-80.2878,25.0481,6.5,0,12/17/18,19:41,25.565,36.22,0.286,0.068,0.362,0.006,0.07,0,0.07,1.049
8171,-80.3701,25.005,MR,0,12/17/18,20:30,25.134,36.393,0.449,0.12,0.296,0.002,0.138,0.024,0.114,0.995
8172,-80.5272,24.8984,UK_OFF,0,12/17/18,22:31,25.526,36.183,0.305,0.06,0.311,0.013,0.06,0.006,0.054,1.3
8173,-80.5468,24.9211,UK_MID,0,12/17/18,22:42,25.081,36.253,0.416,0.068,0.303,0.015,0.13,0.007,0.123,0.991
8174,-80.5651,24.9345,UK_IN,0,12/17/18,22:53,23.621,36.426,0.343,0.069,0.382,0.022,0.168,0.023,0.145,1.144
8175,-80.7558,24.8175,7,0,12/18/18,0:31,23.07,36.715,0.371,0.06,0.496,0.003,0.155,0.073,0.082,1.618
8176,-80.7499,24.7922,8,0,12/18/18,0:52,24.134,36.347,0.363,0.07,0.352,0.002,0.05,0.014,0.036,1.407
8177,-80.7235,24.7642,9,0,12/18/18,1:08,25.198,36.351,0.326,0.074,0.398,0.013,0.193,0.006,0.187,1.388
8178,-80.6912,24.716,9.5,0,12/18/18,1:48,25.385,36.287,0.318,0.048,10.584,0.054,0.145,0.031,0.114,0.993
8179,-80.8312,24.7129,12,0,12/18/18,3:27,25.213,36.325,0.324,0.08,0.367,0.012,0.029,0.03,0,1.645
8180,-80.8462,24.7523,11,0,12/18/18,4:02,23.164,36.997,3.897,0.012,0.38,0.002,0.139,0.006,0.133,19.3
8181,-80.8625,24.7818,10,0,12/18/18,4:18,22.318,38.241,8.5,0,0.344,0,0.049,0.001,0.048,41.384
8182,-81.0291,24.7011,13,0,12/18/18,5:51,23.892,36.647,0.595,0.108,0.449,0.024,0.2,0.031,0.169,2.998
8183,-81.0227,24.6754,14,0,12/18/18,6:04,24.667,36.277,0.499,0.063,0.426,0.025,0.01,0,0.01,1.624
8184,-81.0167,24.6433,15,0,12/18/18,6:17,25.293,36.206,0.54,0.14,0.41,0.022,0.056,0.007,0.049,1.733
8185,-80.9917,24.5926,15.5,0,12/18/18,6:41,26.369,36.024,0.176,0.041,0.375,0.01,0.311,0.046,0.265,1.269
8186,-81.1838,24.5975,18,0,12/18/18,8:15,25.193,36.321,0.536,0.104,0.431,0.024,0.051,0.002,0.049,1.315
8186.5,-81.19338333,24.63463333,17,0,12/18/18,8:50,24.17,36.4,0.752,0.13,0.284,0.041,0.029,0,0.029,3.345
8187,-81.2037,24.6716,16,0,12/18/18,9:10,22.334,37.611,0.283,0.162,0.393,0.026,0.355,0.026,0.329,4.424
8188,-81.4216,24.6098,19,0,12/18/18,10:50,23.348,36.687,0.458,0.12,0.487,0.017,0.176,0.038,0.138,2.824
8189,-81.4184,24.574,20,0,12/18/18,11:06,24.909,36.287,0.422,0.084,0.323,0.005,0.097,0.001,0.096,1.723
8190,-81.4148,24.5355,21,0,12/18/18,11:30,25.56,36.274,0.314,0.08,0.352,0.014,0.077,0.006,0.071,1.177
8191,-81.3915,24.4837,21.5,0,12/18/18,12:21,26.6,36.05,0.167,0.06,0.202,0,0.036,0.012,0.024,1.148
8192,-81.7176,24.4762,WS,0,12/18/18,14:55,25.537,36.295,0.276,0.092,0.346,0.021,0.029,0,0.029,1.685
8193,-81.8276,24.3979,22.5,0,12/18/18,16:24,25.763,36.139,0.251,0.068,0.249,0.022,0,0.006,0,2.384
8194,-81.8278,24.4552,22,0,12/18/18,17:00,25.001,36.125,0.246,0.067,0.32,0.026,0,0,0,2.401
8195,-81.8278,24.4858,23,0,12/18/18,17:10,25.598,36.128,0.349,0.076,0.333,0.027,0,0.014,0,2.883
8196,-81.8283,24.5368,24,0,12/18/18,17:30,24.096,36.468,0.405,0.087,0.432,0.034,0.547,0.085,0.462,5.618
8198,-80.3711,25.0059,MR,0,1/28/19,19:05,23.198,36.322,0.578,0.1,1.105,0.01,0.325,0.315,0.139,0.044
8199,-81.4146,24.5356,21,0,1/29/19,4:09,22.678,36.453,0.548,0.164,1.193,0.016,0.279,0.263,0.058,0.067
8200,-81.7173,24.4781,WS,0,1/29/19,6:53,22.201,36.466,0.616,0.147,1.406,0.047,0.756,0.709,0.065,0.009
8201,-81.8299,24.3998,22.5,0,1/29/19,8:30,23.508,36.196,0.411,0.14,0.763,0.028,0.441,0.413,0.073,0.022
8202,-81.8279,24.4519,22,0,1/29/19,8:56,22.992,36.237,0.521,0.144,0.922,0.046,0.445,0.399,0.059,0
8203,-81.8281,24.4869,23,0,1/29/19,9:11,22.17,36.322,0.702,0.165,1.264,0.024,0.257,0.233,0.069,0.045
8204,-81.8289,24.5361,24,0,1/29/19,9:34,19.567,36.196,1.629,0.632,3.034,0.057,0.543,0.486,0.244,0.068
8205,-81.9047,24.6653,KW1,0,1/29/19,10:45,20.003,36.028,2.767,0.761,3.008,0.038,0.261,0.223,0.265,0.011
8263,-80.1216,25.644,1,0,4/29/19,12:32,27.31,36.835,0.269,0.051,0.337,0.01,0.188,0.009,0.179,0.932
8264,-80.104,25.6409,2,0,4/29/19,12:42,27.081,36.686,0.177,0.029,0.655,0.016,0.214,0.031,0.183,0.7
8265,-80.084,25.6452,3,0,4/29/19,13:04,26.808,36.586,0.279,0.031,0.298,0.017,0.177,0.013,0.164,0.812
8266,-80.2225,25.3349,EK_IN,0,4/29/19,15:35,27.743,36.895,0.168,0.035,0.333,0.012,0.161,0.045,0.116,0.681
8267,-80.1959,25.3155,EK_MID,0,4/29/19,15:51,27.017,36.587,0.259,0.024,0.306,0.013,0.064,0.018,0.046,0.579
8268,-80.1624,25.2933,EK_OFF,0,4/29/19,16:07,26.856,36.543,0.132,0.021,0.264,0.006,0.081,0.003,0.078,0.983
8269,-80.3647,25.121,4,0,4/29/19,18:12,28.276,37.069,0.209,0.016,0.357,0,0.1,0.017,0.083,1.028
8270,-80.3542,25.0936,5,0,4/29/19,18:23,27.863,36.743,0.21,0.026,0.254,0.002,0.124,0.014,0.11,10.058
8271,-80.3741,25.0031,MR,0,4/29/19,19:35,26.854,36.557,0.112,0.011,0.269,0.009,0.068,0,0.068,0.777
8272,-80.5315,24.8989,UK_OFF,0,4/29/19,21:00,26.957,36.555,0.268,0.026,0.283,0.014,0.138,0.049,0.089,0.693
8273,-80.5468,24.9216,UK_MID,0,4/29/19,21:11,27.926,36.648,0.254,0.015,0.423,0.007,0.064,0.019,0.045,0.471
8274,-80.5655,24.9349,UK_IN,0,4/29/19,21:20,28.519,37.136,0.172,0.023,0.168,0,0.05,0.013,0.037,0.569
8275,-80.6892,24.7169,9.5,0,4/29/19,23:10,26.94,36.616,0.173,0.022,0.377,0.017,0.13,0.002,0.128,1.167
8276,-80.7299,24.761,9,0,4/30/19,0:10,26.884,36.57,0.202,0.013,0.348,0.009,0.106,0.034,0.072,0.94
8277,-80.7418,24.7917,8,0,4/30/19,0:29,27.939,36.829,0.194,0.022,0.26,0.002,0.151,0.012,0.139,0.604
8278,-80.755,24.8159,7,0,4/30/19,0:43,28.313,36.972,0.194,0.029,0.142,0,0.142,0.05,0.092,0.685
8279,-80.8638,24.7848,10,0,4/30/19,1:42,28.391,37.43,0.222,0.04,0.292,0.002,0.089,0.044,0.045,1.291
8280,-80.8454,24.7522,11,0,4/30/19,2:09,27.788,37.012,0.175,0.031,0.318,0.01,0.083,0.049,0.034,0.824
8281,-80.8333,24.7123,12,0,4/30/19,2:30,26.895,36.582,0.138,0.027,0.277,0,3.255,0.02,3.235,0.983
8282,-80.9895,24.5919,15.5,0,4/30/19,3:58,26.881,36.591,0.146,0.012,0.224,0.032,0,0.047,0,0.902
8283,-81.0162,24.6403,15,0,4/30/19,4:21,26.914,36.595,0.18,0.034,0.246,0.012,0.153,0.075,0.078,1.193
8284,-81.0232,24.6759,14,0,4/30/19,4:35,27.832,37.218,0.226,0.038,0.125,0,0.149,0.064,0.085,2.095
8285,-81.029,24.7012,13,0,4/30/19,4:48,28.344,37.524,0.246,0.088,0.319,0.008,0.178,0.06,0.118,2.458
8286,-81.2025,24.671,16,0,4/30/19,6:00,28.371,36.773,0.682,0.262,0.29,0.002,0.208,0.061,0.147,7.891
8287,-81.1938,24.6369,17,0,4/30/19,6:25,27.68,37.099,0.613,0.073,0.504,0.033,0.171,0.065,0.106,2.819
8288,-81.1837,24.6028,18,0,4/30/19,6:42,27.04,36.711,0.274,0.047,0.271,0,0.128,0.05,0.078,1.393
8289,-81.4218,24.6081,19,0,4/30/19,8:22,28.932,37.111,0.422,0.186,0.367,0,0.17,0.061,0.109,1.587
8290,-81.419,24.5785,20,0,4/30/19,8:36,27.856,36.874,0.45,0.129,0.293,0,0.073,0.049,0.024,2.929
8291,-81.4154,24.5364,21,0,4/30/19,9:05,27.387,36.734,0.312,0.049,0.288,0.036,0.132,0.068,0.064,4.259
8292,-81.3969,24.4823,21.5,0,4/30/19,9:47,26.918,36.618,0.206,0.038,0.25,0.045,0.048,0.016,0.032,0.971
8293,-81.7174,24.4782,WS,0,4/30/19,11:50,27.224,36.664,0.307,0.082,0.303,0,0.31,0.078,0.232,1.823
8294,-81.8237,24.3964,22.5,0,4/30/19,12:53,26.41,36.559,0.241,0.043,0.285,0.055,0.012,0.008,0.004,0.412
8295,-81.8292,24.4583,22,0,4/30/19,13:22,27.227,36.663,0.487,0.093,0.362,0.072,0.101,0.019,0.082,0.957
8296,-81.8283,24.484,23,0,4/30/19,13:34,27.307,36.694,0.461,0.06,0.372,0.052,0.067,0.03,0.037,1.907
8297,-81.8282,24.5359,24,0,4/30/19,13:55,27.788,36.96,0.508,0.074,0.318,0.094,0.227,0.033,0.194,3.288
8298,-81.907,24.6552,KW1,0,4/30/19,15:10,27.1,36.311,1.307,0.329,0.203,0.026,0.049,0,0.049,0
8358,-80.1267,25.6451,1,0,7/29/19,12:13,31.853,36.499,0.376,0.082,0.292,0.04,0,0.008,0,0.936
8359,-80.1055,25.6417,2,0,7/29/19,12:25,30.65,36.034,0.329,0.048,0.388,0.022,0.025,0.009,0.016,0.896
8360,-80.0818,25.6444,3,0,7/29/19,12:46,30.376,35.389,0.226,0.038,0.567,0.045,0,0,0,0
8361,-80.2197,25.3337,EK_IN,0,7/29/19,15:11,31.553,36.273,0.244,0.053,0.404,0.037,0,0.025,0,0.404
8362,-80.1964,25.3166,EK_MID,0,7/29/19,15:28,31.06,35.728,0.262,0.028,0.434,0.058,0,0.003,0,0.032
8363,-80.1692,25.297,EK_OFF,0,7/29/19,15:41,30.894,35.363,0.217,0.019,0.592,0.035,0.207,0,0.207,0.135
8364,-80.2829,25.062,6.5,0,7/29/19,18:03,31.42,35.399,0.208,0.03,0.392,0.055,0,0.002,0,0.127
8365,-80.315,25.0634,6,0,7/29/19,18:18,31.23,35.21,0.177,0.018,0.533,0.057,0,0,0,0
8366,-80.3329,25.0773,5.5,0,7/29/19,18:27,31.679,35.363,0.19,0.019,0.59,0,0,0.003,0,4.616
8367,-80.3744,25.0054,MR,0,7/29/19,19:39,30.15,35.2,0.331,0.041,,,,,,
8368,-80.5308,24.8972,UK_OFF,0,7/29/19,21:33,31.612,35.016,0.214,0.014,0.365,0,0.026,0.001,0.025,0.153
8369,-80.5453,24.9186,UK_MID,0,7/29/19,21:44,31.776,35.347,0.204,0.018,0.256,0,0.072,0,0.072,1.178
8370,-80.5567,24.929,UK_IN,0,7/29/19,21:51,32.199,35.683,0.215,0.033,0.438,0.021,0.008,0.006,0.002,0.659
8371,-80.7573,24.8172,7,0,7/29/19,23:23,31.834,35.83,0.361,0.047,0.484,0,0,0.012,0,0.874
8372,-80.7391,24.7885,8,0,7/29/19,23:52,31.508,35.384,0.202,0.028,0.04,0,0,0,0,0.649
8373,-80.724,24.7637,9,0,7/30/19,0:06,30.5,34.926,0.158,0.025,0.421,0,0,0,0,0.512
8374,-80.6891,24.7153,9.5,0,7/30/19,0:47,30.5,34.94,0.373,0.157,0.319,0.045,0.028,0,0.028,1.039
8375,-80.8326,24.713,12,0,7/30/19,2:22,30.896,35.308,0.214,0.028,0.147,0,0,0,0,0.601
8376,-80.8474,24.754,11,0,7/30/19,2:57,31.606,35.781,0.203,0.025,0.51,0,0,0,0,0.742
8377,-80.8649,24.7797,10,0,7/30/19,3:12,31.845,36.236,0.268,0.044,0.443,0,0,0.009,0,1.166
8378,-81.0312,24.6988,13,0,7/30/19,4:33,32.152,35.915,0.312,0.065,0.402,0.011,0,0.025,0,2.164
8379,-81.0252,24.6766,14,0,7/30/19,4:43,31.663,35.605,0.209,0.034,0.552,0,0,0.002,0,0.591
8380,-81.016,24.6452,15,0,7/30/19,4:56,31.105,35.309,0.226,0.03,0.258,0,0,0,0,0.81
8381,-80.9908,24.5913,15.5,0,7/30/19,5:19,30.756,35.252,0.099,0.016,0.492,0.069,0,0,0,0.012
8382,-81.184,24.6007,18,0,7/30/19,6:43,31.108,35.221,0.227,0.133,0.307,0,0,0.004,0,1.192
8383,-81.1938,24.6351,17,0,7/30/19,7:12,32.481,36.59,0.413,0.08,0.341,0.002,0,0.008,0,2.004
8384,-81.2031,24.6685,16,0,7/30/19,7:30,32.75,37.044,0.416,0.268,0.236,0.01,0.761,0.109,0.652,4.365
8385,-81.4229,24.6086,19,0,7/30/19,9:04,31.556,35.417,0.243,0.031,0.622,0.027,0.114,0.025,0.089,3.247
8386,-81.4187,24.5766,20,0,7/30/19,9:19,31.088,34.903,0.255,0.051,0.537,0.009,0,0.016,0,1.36
8387,-81.4125,24.5345,21,0,7/30/19,9:39,30.175,35.37,0.265,0.028,0.129,0.084,0,0,0,0.195
8388,-81.3915,24.4848,21.5,0,7/30/19,10:35,30.554,36.059,0.186,0.028,0,0,0,0,0,0.136
8389,-81.7168,24.4759,WS,0,7/30/19,13:15,29.85,35.46,0.135,0.016,0,0,0,0,0,0.197
8390,-81.8252,24.3995,22.5,0,7/30/19,14:36,30.475,35.274,0.162,0.021,0.086,0.014,0,0,0,0.055
8391,-81.8301,24.4485,22,0,7/30/19,14:59,30.632,35.303,0.373,0.048,0.049,0.011,0,0,0,0.63
8392,-81.8278,24.4857,23,0,7/30/19,15:14,31.058,35.179,0.248,0.028,0.335,0,0.001,0.013,0,1.739
8393,-81.8284,24.5383,24,0,7/30/19,15:37,31.411,35.75,0.429,0.125,0.401,0.007,0.099,0.037,0.062,1.404
8394,-81.9065,24.6534,KW1,0,7/30/19,16:55,31.123,36.51,0.827,0.512,0.105,0,0.107,0.003,0.104,3.641
8448,-80.1205,25.644,1,0,9/23/19,12:30,27.606,35.441,1.618,0.58,0.418,0.141,0.736,0.157,0.579,2.03
